Date,Open,High,Low,Close,Adj Close,Volume,ret,Mkt-RF,SMB,HML,RF,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
1981-01-31,430.0,430.0,430.0,430.0,430.0,0,0.0117647058823529,-0.0504,0.0292,0.0672,0.0104,-0.0699,-0.0415,-0.0521,-0.0756,-0.0626,-0.0263,-0.0067,0.0139,0.019799999999999998,0.023399999999999997
1981-02-28,485.0,500.0,485.0,485.0,485.0,100,0.12790697674418605,0.005699999999999999,-0.0034000000000000002,0.0102,0.010700000000000001,0.0154,0.035699999999999996,0.024399999999999998,0.014199999999999999,0.013999999999999999,-0.004699999999999999,0.0338,0.0179,0.0044,0.0239
1981-03-31,480.0,480.0,480.0,480.0,480.0,0,-0.010309278350515427,0.0356,0.0354,0.0064,0.0121,0.0478,0.0508,0.033,0.0557,0.0165,0.0387,0.0611,0.0395,0.055099999999999996,0.1024
1981-04-30,515.0,515.0,515.0,515.0,515.0,0,0.07291666666666674,-0.021099999999999997,0.044000000000000004,0.022799999999999997,0.0108,-0.005,-0.024300000000000002,-0.023399999999999997,-0.0364,-0.0327,0.0102,0.011399999999999999,0.0255,0.0068000000000000005,0.0006
1981-05-31,520.0,520.0,520.0,520.0,520.0,0,0.009708737864077666,0.0011,0.02,-0.0042,0.0115,0.0346,0.0088,-0.0087,-0.009300000000000001,-0.012,0.0022,0.0219,0.0358,0.0196,0.0235
1981-06-30,515.0,525.0,510.0,510.0,510.0,100,-0.019230769230769273,-0.0236,-0.0083,0.0513,0.013500000000000002,-0.0613,-0.0305,-0.0052,0.0242,0.017,0.0332,0.0032,0.0005,0.0123,-0.004
1981-07-31,485.0,485.0,485.0,485.0,485.0,0,-0.0490196078431373,-0.0154,-0.0218,-0.0049,0.0124,0.0052,0.0106,0.0062,0.028999999999999998,-0.0239,-0.0169,-0.0263,-0.0183,0.0002,-0.023399999999999997
1981-08-31,500.0,500.0,500.0,500.0,500.0,0,0.030927835051546282,-0.0704,-0.0194,0.0479,0.0128,-0.0907,-0.0513,-0.076,-0.054299999999999994,-0.0593,-0.046900000000000004,-0.058499999999999996,-0.0453,-0.0074,-0.044800000000000006
1981-09-30,460.0,480.0,460.0,460.0,460.0,100,-0.07999999999999996,-0.0717,-0.0265,0.051699999999999996,0.0124,-0.0861,-0.0666,-0.053200000000000004,-0.0787,-0.0665,-0.056799999999999996,-0.0315,-0.023700000000000002,-0.0034000000000000002,-0.0495
1981-10-31,505.0,525.0,505.0,505.0,505.0,100,0.09782608695652173,0.0492,0.0223,-0.0421,0.0121,0.11410000000000001,0.06309999999999999,0.0761,0.0718,0.0321,0.049,0.0167,0.0479,0.0499,0.0364
1981-11-30,575.0,575.0,575.0,575.0,575.0,0,0.13861386138613851,0.0336,-0.0103,0.018500000000000003,0.010700000000000001,0.0053,0.0545,0.0542,0.0555,0.046799999999999994,0.044800000000000006,0.0558,0.042699999999999995,0.037200000000000004,0.0541
1981-12-31,560.0,560.0,560.0,560.0,560.0,0,-0.02608695652173909,-0.0365,0.012,0.008199999999999999,0.0087,-0.037000000000000005,-0.0216,-0.034,-0.0268,-0.0294,-0.0297,-0.0127,-0.028300000000000002,-0.0172,-0.026000000000000002
1982-01-31,510.0,525.0,510.0,510.0,510.0,400,-0.0892857142857143,-0.032400000000000005,-0.0128,0.0319,0.008,-0.0366,-0.008199999999999999,-0.0254,-0.0565,-0.0341,-0.027999999999999997,-0.023,-0.0044,0.0132,-0.0115
1982-02-28,515.0,530.0,515.0,515.0,515.0,100,0.009803921568627416,-0.058600000000000006,0.0044,0.0605,0.0092,-0.092,-0.057800000000000004,-0.0727,-0.0603,-0.0274,-0.0271,-0.016,-0.0074,-0.030699999999999998,-0.0013
1982-03-31,480.0,495.0,480.0,480.0,480.0,100,-0.06796116504854366,-0.0187,-0.0021,0.0383,0.0098,-0.0371,-0.029900000000000003,0.011000000000000001,-0.011699999999999999,-0.0163,-0.0002,0.0134,0.019799999999999998,0.0178,0.0169
1982-04-30,510.0,510.0,510.0,510.0,510.0,0,0.0625,0.0327,0.0147,-0.027000000000000003,0.0113,0.061500000000000006,0.0682,0.042300000000000004,0.0438,0.0338,0.042300000000000004,0.0338,0.0373,0.014499999999999999,0.043899999999999995
1982-05-31,510.0,520.0,505.0,505.0,505.0,100,-0.009803921568627416,-0.039900000000000005,0.0052,0.0176,0.0106,-0.0482,-0.0333,-0.0231,-0.0204,-0.019799999999999998,-0.023799999999999998,-0.0301,-0.0329,-0.0126,-0.023399999999999997
1982-06-30,495.0,515.0,495.0,495.0,495.0,100,-0.01980198019801982,-0.030899999999999997,-0.004,0.0155,0.0096,-0.0432,-0.0248,-0.012,-0.0158,-0.005600000000000001,-0.0088,-0.0189,-0.0128,-0.0245,-0.0052
1982-07-31,475.0,490.0,475.0,475.0,475.0,100,-0.04040404040404044,-0.0319,0.0083,0.0009,0.0105,-0.019299999999999998,0.011699999999999999,-0.0204,-0.045899999999999996,-0.0337,-0.0375,-0.031400000000000004,-0.0143,-0.0178,-0.019799999999999998
1982-08-31,485.0,500.0,485.0,485.0,485.0,100,0.021052631578947434,0.1114,-0.041299999999999996,0.009300000000000001,0.0076,0.11220000000000001,0.10460000000000001,0.1109,0.1244,0.1125,0.12990000000000002,0.12789999999999999,0.12960000000000002,0.1282,0.1128
1982-09-30,550.0,565.0,550.0,550.0,550.0,100,0.134020618556701,0.0129,0.0296,0.0027,0.0051,0.0163,0.0258,0.0202,0.0263,0.0317,0.0232,0.0125,0.0045000000000000005,0.009000000000000001,0.0092
1982-10-31,610.0,610.0,610.0,610.0,610.0,0,0.10909090909090913,0.113,0.0235,-0.036699999999999997,0.0059,0.1521,0.1109,0.1356,0.1023,0.09960000000000001,0.12390000000000001,0.1297,0.096,0.0934,0.1272
1982-11-30,690.0,705.0,690.0,690.0,690.0,400,0.13114754098360648,0.0467,0.0466,-0.018500000000000003,0.0063,0.0897,0.0662,0.06709999999999999,0.036699999999999997,0.031,0.028399999999999998,0.031200000000000002,0.0385,0.0473,0.0754
1982-12-31,775.0,790.0,775.0,775.0,775.0,40,0.12318840579710155,0.0055000000000000005,-0.0025,0.0001,0.0067,-0.0034000000000000002,0.04,-0.0044,0.0096,0.0168,0.006500000000000001,0.0116,0.0006,0.0276,0.0432
1983-01-31,765.0,780.0,765.0,765.0,765.0,200,-0.012903225806451646,0.036000000000000004,0.0271,-0.0070999999999999995,0.0069,0.0489,0.027999999999999997,0.0339,0.0377,0.026699999999999998,0.05,0.0301,0.0839,0.0196,0.04
1983-02-28,830.0,850.0,830.0,830.0,830.0,200,0.08496732026143783,0.0259,0.032799999999999996,0.006999999999999999,0.0062,0.0346,0.0311,0.0496,0.0278,0.032400000000000005,0.044800000000000006,0.0175,0.0161,0.039900000000000005,0.0546
1983-03-31,965.0,985.0,965.0,965.0,965.0,400,0.16265060240963858,0.0282,0.0174,0.020099999999999996,0.0063,0.0203,0.0329,0.022000000000000002,0.043,0.054400000000000004,0.0363,0.053099999999999994,0.0259,0.0435,0.046799999999999994
1983-04-30,975.0,990.0,975.0,975.0,975.0,70,0.010362694300518172,0.0667,0.0049,0.0051,0.0070999999999999995,0.055999999999999994,0.07429999999999999,0.048600000000000004,0.0814,0.0816,0.0882,0.1001,0.0638,0.0721,0.1003
1983-05-31,985.0,1005.0,985.0,985.0,985.0,50,0.01025641025641022,0.0052,0.0626,-0.014199999999999999,0.0069,0.0315,0.0034000000000000002,-0.005600000000000001,0.0131,-0.0031,0.0297,-0.0049,0.0015,0.0116,0.0141
1983-06-30,915.0,930.0,910.0,910.0,910.0,300,-0.07614213197969544,0.030699999999999998,0.0095,-0.0391,0.0067,0.0576,0.058899999999999994,0.041299999999999996,0.0664,0.045899999999999996,0.0171,0.021,0.0013,0.0095,0.0426
1983-07-31,955.0,965.0,950.0,950.0,950.0,100,0.04395604395604402,-0.0407,0.0149,0.0562,0.0074,-0.0513,-0.051500000000000004,-0.0581,-0.036000000000000004,-0.0275,-0.0316,-0.0026,0.0013,-0.0196,0.0001
1983-08-31,1020.0,1040.0,1020.0,1020.0,1020.0,200,0.0736842105263158,-0.005,-0.042699999999999995,0.0554,0.0076,-0.0274,-0.0034000000000000002,-0.0189,-0.0069,-0.011399999999999999,0.0072,0.023,0.0375,0.0462,0.0623
1983-09-30,1240.0,1240.0,1240.0,1240.0,1240.0,0,0.21568627450980382,0.0091,0.0062,0.0101,0.0076,0.024300000000000002,0.024900000000000002,0.0129,0.031200000000000002,0.026699999999999998,0.0178,-0.004,0.0098,0.0184,0.0009
1983-10-31,1310.0,1310.0,1310.0,1310.0,1310.0,100,0.056451612903225756,-0.0344,-0.035699999999999996,0.049699999999999994,0.0076,-0.0574,-0.0279,-0.0365,-0.0226,0.0058,-0.0347,-0.0098,-0.0012,-0.0103,-0.0074
1983-11-30,1350.0,1380.0,1350.0,1350.0,1350.0,300,0.03053435114503822,0.0216,0.0202,-0.0073,0.006999999999999999,0.018500000000000003,0.0432,0.0443,0.0182,0.0252,0.0451,0.0218,0.0276,0.0197,0.0155
1983-12-31,1310.0,1340.0,1310.0,1310.0,1310.0,200,-0.029629629629629672,-0.0178,-0.0027,0.017,0.0073,-0.0121,-0.014199999999999999,-0.006,-0.0016,-0.0179,-0.0208,0.0006,-0.021,0.0048,0.0005
1984-01-31,1325.0,1350.0,1325.0,1325.0,1325.0,50,0.011450381679389388,-0.0192,-0.0037,0.0757,0.0076,-0.0664,-0.05,-0.0262,-0.0015,-0.019299999999999998,0.0316,0.0123,0.01,0.051699999999999996,0.0429
1984-02-29,1280.0,1305.0,1280.0,1280.0,1280.0,200,-0.03396226415094339,-0.0482,-0.0169,0.0334,0.0070999999999999995,-0.0526,-0.0369,-0.0635,-0.0604,-0.0447,-0.0435,-0.0276,-0.0305,-0.026099999999999998,0.0287
1984-03-31,1240.0,1265.0,1240.0,1240.0,1240.0,80,-0.03125,0.0063,0.0007000000000000001,0.004699999999999999,0.0073,0.009899999999999999,0.016200000000000003,0.0197,0.0316,0.005600000000000001,0.009300000000000001,0.0187,0.0132,-0.0034000000000000002,0.0171
1984-04-30,1250.0,1275.0,1250.0,1250.0,1250.0,40,0.008064516129032251,-0.0051,-0.0116,0.011899999999999999,0.008100000000000001,0.0039000000000000003,0.0073,-0.0076,0.0032,0.010700000000000001,0.0028000000000000004,-0.008199999999999999,0.0212,0.016,0.0002
1984-05-31,1295.0,1310.0,1290.0,1290.0,1290.0,200,0.03200000000000003,-0.059699999999999996,0.0007000000000000001,0.0029,0.0078000000000000005,-0.054000000000000006,-0.0471,-0.0451,-0.0297,-0.0643,-0.0542,-0.0336,-0.0495,-0.063,-0.0581
1984-06-30,1260.0,1290.0,1260.0,1260.0,1260.0,200,-0.023255813953488413,0.0182,-0.0031,-0.026600000000000002,0.0075,0.0385,0.0437,0.0557,0.0443,0.022799999999999997,0.0137,-0.0066,0.0037,0.0559,-0.0115
1984-07-31,1245.0,1265.0,1240.0,1240.0,1240.0,80,-0.015873015873015928,-0.0274,-0.022099999999999998,0.0033,0.008199999999999999,-0.0115,-0.023,-0.0254,-0.0264,-0.0167,-0.0039000000000000003,-0.0319,-0.032799999999999996,-0.0239,-0.0128
1984-08-31,1290.0,1315.0,1290.0,1290.0,1290.0,30,0.040322580645161255,0.10279999999999999,-0.0024,-0.018000000000000002,0.0083,0.1267,0.1082,0.10369999999999999,0.1174,0.1063,0.1043,0.1177,0.1092,0.12179999999999999,0.1061
1984-09-30,1305.0,1330.0,1305.0,1305.0,1305.0,400,0.011627906976744207,-0.008,0.0018,0.052300000000000006,0.0086,-0.0359,-0.0179,-0.0098,-0.013500000000000002,-0.0086,0.0076,0.0042,0.027200000000000002,0.0302,0.0385
1984-10-31,1300.0,1325.0,1300.0,1300.0,1300.0,100,-0.003831417624521105,-0.0084,-0.0123,0.004699999999999999,0.01,-0.0076,0.0073,0.0127,0.0159,0.0033,0.014199999999999999,-0.0078000000000000005,-0.0012,-0.0182,0.0126
1984-11-30,1290.0,1305.0,1280.0,1280.0,1280.0,100,-0.01538461538461533,-0.0176,-0.0063,0.0404,0.0073,-0.0414,-0.0182,-0.009000000000000001,-0.011200000000000002,-0.0154,-0.0098,-0.009300000000000001,0.001,0.0116,0.0196
1984-12-31,1275.0,1300.0,1275.0,1275.0,1275.0,100,-0.00390625,0.0184,-0.005600000000000001,-0.0025,0.0064,0.0248,0.0302,0.022000000000000002,0.0252,0.0169,0.0285,0.0285,0.0285,0.011399999999999999,0.0279
1985-01-31,1395.0,1425.0,1395.0,1395.0,1395.0,100,0.09411764705882364,0.0799,0.033,-0.0533,0.006500000000000001,0.1285,0.0886,0.1042,0.0883,0.08560000000000001,0.07730000000000001,0.0863,0.067,0.0541,0.0554
1985-02-28,1490.0,1520.0,1490.0,1490.0,1490.0,300,0.06810035842293916,0.012199999999999999,0.008,-0.001,0.0058,0.0092,0.015600000000000001,0.0298,0.0116,0.0161,0.0182,0.027000000000000003,0.0227,0.0294,0.0092
1985-03-31,1815.0,1815.0,1815.0,1815.0,1815.0,200,0.21812080536912748,-0.0084,-0.010700000000000001,0.0407,0.0062,-0.034300000000000004,-0.0072,0.0044,-0.0091,0.0029,-0.013999999999999999,-0.005600000000000001,0.0194,0.020099999999999996,0.025
1985-04-30,1855.0,1855.0,1850.0,1850.0,1850.0,500,0.019283746556473913,-0.0096,0.0015,0.037200000000000004,0.0072,-0.0216,-0.0105,-0.022400000000000003,-0.023799999999999998,0.0003,-0.0139,0.013600000000000001,0.0132,0.0239,0.0213
1985-05-31,1865.0,1865.0,1840.0,1860.0,1860.0,350,0.00540540540540535,0.0509,-0.0222,-0.009399999999999999,0.0066,0.050300000000000004,0.0643,0.064,0.0713,0.0863,0.061399999999999996,0.048499999999999995,0.0554,0.048799999999999996,0.043
1985-06-30,2145.0,2160.0,2120.0,2150.0,2150.0,600,0.15591397849462374,0.0127,0.0052,0.0040999999999999995,0.0055000000000000005,0.004,0.019799999999999998,0.0277,0.0217,0.013300000000000001,0.0212,0.0223,0.0055000000000000005,0.020499999999999997,0.0254
1985-07-31,2108.0,2110.0,2108.0,2110.0,2110.0,500,-0.018604651162790753,-0.0074,0.0285,-0.016,0.0062,0.01,0.0036,0.002,0.0063,-0.0014000000000000002,-0.0044,-0.0148,-0.009300000000000001,-0.0242,0.0046
1985-08-31,2050.0,2055.0,2020.0,2040.0,2040.0,100,-0.033175355450236976,-0.0102,-0.0031,0.022799999999999997,0.0055000000000000005,-0.0183,-0.0184,-0.0073,0.0059,0.0,-0.0034000000000000002,-0.0037,0.010700000000000001,0.006999999999999999,0.0051
1985-09-30,2120.0,2120.0,2120.0,2120.0,2120.0,600,0.03921568627450989,-0.0454,-0.0159,0.0129,0.006,-0.0444,-0.0473,-0.037200000000000004,-0.015700000000000002,-0.0382,-0.031400000000000004,-0.0317,-0.0484,-0.04190000000000001,-0.0398
1985-10-31,2625.0,2625.0,2620.0,2620.0,2620.0,400,0.23584905660377364,0.04019999999999999,-0.0151,0.0075,0.006500000000000001,0.0373,0.042199999999999994,0.0405,0.047,0.045899999999999996,0.046,0.0611,0.0453,0.0611,0.0492
1985-11-30,2630.0,2630.0,2600.0,2625.0,2625.0,200,0.001908396946564972,0.06480000000000001,0.0025,-0.028399999999999998,0.0060999999999999995,0.09119999999999999,0.0968,0.0722,0.08289999999999999,0.0796,0.0732,0.043899999999999995,0.046900000000000004,0.060599999999999994,0.0342
1985-12-31,2480.0,2480.0,2470.0,2470.0,2470.0,200,-0.059047619047619015,0.0388,-0.0051,-0.0154,0.006500000000000001,0.060599999999999994,0.0608,0.042699999999999995,0.037200000000000004,0.053899999999999997,0.0302,0.029300000000000003,0.041100000000000005,0.053399999999999996,0.0282
1986-01-31,2260.0,2260.0,2255.0,2255.0,2255.0,400,-0.08704453441295545,0.006500000000000001,0.0121,0.0044,0.005600000000000001,0.0023,0.0159,0.0163,0.012,0.0021,0.0322,-0.0124,0.01,0.0197,0.018600000000000002
1986-02-28,2760.0,2760.0,2760.0,2760.0,2760.0,400,0.22394678492239461,0.0713,-0.005600000000000001,-0.0077,0.0053,0.0637,0.0886,0.0924,0.1,0.0718,0.0901,0.0702,0.0652,0.06860000000000001,0.0741
1986-03-31,3100.0,3120.0,3100.0,3120.0,3120.0,900,0.13043478260869557,0.048799999999999996,-0.0058,-0.0037,0.006,0.053099999999999994,0.0604,0.0698,0.064,0.0525,0.059800000000000006,0.0538,0.038599999999999995,0.059699999999999996,0.0275
1986-04-30,2910.0,2910.0,2910.0,2910.0,2910.0,300,-0.06730769230769229,-0.0131,0.0278,-0.0286,0.0052,0.023,-0.0066,0.0045000000000000005,-0.0088,-0.0044,-0.027999999999999997,-0.0148,-0.0321,-0.027000000000000003,-0.029500000000000002
1986-05-31,2860.0,2860.0,2860.0,2860.0,2860.0,40,-0.01718213058419249,0.0462,-0.013500000000000002,-0.0021,0.0049,0.049100000000000005,0.0576,0.046900000000000004,0.06,0.043,0.043899999999999995,0.06849999999999999,0.0453,0.060599999999999994,0.0338
1986-06-30,2985.0,3005.0,2965.0,2975.0,2975.0,500,0.04020979020979021,0.0103,-0.0095,0.013000000000000001,0.0052,0.016399999999999998,0.021,0.0077,0.02,0.0103,0.0097,0.0062,0.021400000000000002,0.047599999999999996,-0.0096
1986-07-31,2825.0,2825.0,2810.0,2825.0,2825.0,600,-0.050420168067226934,-0.0645,-0.0336,0.047,0.0052,-0.0796,-0.0784,-0.0703,-0.0638,-0.0601,-0.059699999999999996,-0.0447,-0.018799999999999997,-0.0199,-0.059699999999999996
1986-08-31,2900.0,2900.0,2900.0,2900.0,2900.0,90,0.026548672566371723,0.060700000000000004,-0.0417,0.0351,0.0046,0.0281,0.0513,0.050199999999999995,0.071,0.049800000000000004,0.0738,0.11720000000000001,0.0722,0.0919,0.1118
1986-09-30,2625.0,2625.0,2625.0,2625.0,2625.0,300,-0.09482758620689657,-0.086,0.0236,0.0322,0.0045000000000000005,-0.1134,-0.0876,-0.0998,-0.0805,-0.0783,-0.059000000000000004,-0.063,-0.0859,-0.0849,-0.0229
1986-10-31,2875.0,2875.0,2875.0,2875.0,2875.0,200,0.09523809523809534,0.0466,-0.025,-0.014199999999999999,0.0046,0.0754,0.0323,0.0673,0.053200000000000004,0.063,0.0454,0.0408,0.051100000000000007,0.0584,0.0415
1986-11-30,2740.0,2770.0,2740.0,2740.0,2740.0,500,-0.04695652173913045,0.011699999999999999,-0.0191,-0.0007000000000000001,0.0039000000000000003,0.011200000000000002,0.0268,0.0152,0.0138,0.0255,0.0096,0.0176,0.015,0.0168,0.0088
1986-12-31,2820.0,2820.0,2820.0,2820.0,2820.0,1200,0.029197080291970767,-0.0327,0.0013,0.0036,0.0049,-0.02,-0.0264,-0.027999999999999997,-0.020499999999999997,-0.0401,-0.0378,-0.026000000000000002,-0.0287,-0.0369,-0.0125
1987-01-31,3090.0,3125.0,3080.0,3100.0,3100.0,100,0.09929078014184389,0.1247,-0.0181,-0.0316,0.0042,0.1364,0.134,0.1466,0.1521,0.1097,0.11199999999999999,0.1437,0.0926,0.1255,0.1043
1987-02-28,3350.0,3380.0,3340.0,3360.0,3360.0,200,0.08387096774193559,0.043899999999999995,0.0349,-0.0591,0.0043,0.0915,0.0758,0.058499999999999996,0.0782,0.0216,0.0687,0.009000000000000001,0.0083,0.0042,0.0005
1987-03-31,3520.0,3520.0,3520.0,3520.0,3520.0,300,0.04761904761904767,0.016399999999999998,0.0045000000000000005,0.0161,0.004699999999999999,0.0098,0.0187,0.022099999999999998,0.021099999999999997,0.0132,0.0073,0.0438,0.0073,0.0167,0.0689
1987-04-30,3380.0,3380.0,3380.0,3380.0,3380.0,200,-0.03977272727272729,-0.021099999999999997,-0.0169,-0.0039000000000000003,0.0044,-0.035699999999999996,-0.0038,-0.0212,-0.0095,-0.0298,-0.0199,0.004,-0.0346,-0.0018,-0.0189
1987-05-31,3380.0,3410.0,3380.0,3410.0,3410.0,100,0.008875739644970349,0.0011,-0.005,0.0023,0.0038,0.0129,0.0177,-0.0019,-0.0036,0.0029,-0.012,0.0027,0.0089,-0.0004,0.0158
1987-06-30,3510.0,3520.0,3500.0,3500.0,3500.0,200,0.02639296187683282,0.0394,-0.0212,0.0104,0.0048,0.045599999999999995,0.0394,0.046799999999999994,0.0409,0.0659,0.0406,0.0533,0.04019999999999999,0.0454,0.0546
1987-07-31,3960.0,3970.0,3960.0,3960.0,3960.0,90,0.13142857142857145,0.0385,-0.0066,0.0073,0.0046,0.048499999999999995,0.0526,0.053,0.0181,0.0711,0.0405,0.0187,0.0408,0.0287,0.0553
1987-08-31,3990.0,4000.0,3990.0,3990.0,3990.0,300,0.007575757575757569,0.0352,-0.0077,-0.0095,0.004699999999999999,0.037000000000000005,0.0552,0.0447,0.051,0.0421,0.0364,0.042199999999999994,0.0377,0.0322,0.0087
1987-09-30,4200.0,4220.0,4200.0,4220.0,4220.0,900,0.057644110275689275,-0.0259,0.005600000000000001,0.003,0.0045000000000000005,-0.038599999999999995,-0.0060999999999999995,-0.012199999999999999,-0.0524,-0.0052,-0.0084,-0.013999999999999999,-0.031200000000000002,-0.0245,-0.016
1987-10-31,3325.0,3325.0,3325.0,3325.0,3325.0,730,-0.2120853080568721,-0.2324,-0.084,0.042300000000000004,0.006,-0.2275,-0.2487,-0.25780000000000003,-0.2361,-0.23829999999999998,-0.23010000000000003,-0.15380000000000002,-0.19030000000000002,-0.19140000000000001,-0.2391
1987-11-30,2900.0,2900.0,2900.0,2900.0,2900.0,940,-0.1278195488721805,-0.07769999999999999,0.0275,0.0296,0.0034999999999999996,-0.09480000000000001,-0.08289999999999999,-0.0721,-0.0745,-0.08380000000000001,-0.0521,-0.0808,-0.045,-0.08310000000000001,-0.023399999999999997
1987-12-31,2950.0,2950.0,2950.0,2950.0,2950.0,300,0.01724137931034475,0.0681,0.0012,-0.043899999999999995,0.0039000000000000003,0.0867,0.0958,0.0925,0.0702,0.0851,0.0703,0.0424,0.03,0.06,0.0545
1988-01-31,3030.0,3030.0,3000.0,3030.0,3030.0,500,0.027118644067796627,0.0421,-0.0076,0.0495,0.0029,0.0195,0.0207,0.0217,0.0281,0.0667,0.0311,0.0866,0.0755,0.0965,0.0506
1988-02-29,3150.0,3150.0,3150.0,3150.0,3150.0,120,0.03960396039603964,0.0475,0.0334,-0.0169,0.0046,0.053399999999999996,0.0581,0.06280000000000001,0.0698,0.0591,0.052000000000000005,0.026000000000000002,0.0355,0.026099999999999998,0.061799999999999994
1988-03-31,3400.0,3425.0,3400.0,3425.0,3425.0,230,0.08730158730158721,-0.0227,0.061399999999999996,0.0074,0.0044,-0.0213,-0.0397,-0.0063,-0.0373,-0.029300000000000003,-0.0072,-0.021099999999999997,-0.0354,0.0052,0.0051
1988-04-30,3775.0,3800.0,3775.0,3775.0,3775.0,1040,0.10218978102189791,0.005600000000000001,0.0098,0.0163,0.0046,-0.0115,0.0026,-0.0022,0.0239,0.0066,0.0277,0.023399999999999997,0.0058,0.0252,0.0148
1988-05-31,3925.0,3925.0,3875.0,3925.0,3925.0,200,0.039735099337748325,-0.0029,-0.026099999999999998,0.0242,0.0051,-0.0042,-0.0045000000000000005,0.0,-0.0037,-0.0009,-0.0095,0.0213,0.0222,0.0158,0.0189
1988-06-30,4150.0,4150.0,4150.0,4150.0,4150.0,300,0.0573248407643312,0.0479,0.021,-0.012199999999999999,0.0049,0.047400000000000005,0.0526,0.058899999999999994,0.0859,0.06309999999999999,0.0554,0.0331,0.040999999999999995,0.028900000000000002,0.065
1988-07-31,4375.0,4375.0,4375.0,4375.0,4375.0,0,0.054216867469879526,-0.0125,-0.0026,0.0217,0.0051,-0.013500000000000002,-0.018799999999999997,-0.017,-0.0129,0.0019,-0.003,0.0036,-0.0011,0.0067,0.0034000000000000002
1988-08-31,4300.0,4300.0,4300.0,4300.0,4300.0,3,-0.017142857142857126,-0.0331,0.0004,0.021,0.0059,-0.027200000000000002,-0.035699999999999996,-0.027000000000000003,-0.0584,-0.023,-0.0176,-0.0123,-0.008100000000000001,-0.0184,-0.0192
1988-09-30,4900.0,4900.0,4800.0,4800.0,4800.0,300,0.11627906976744184,0.033,-0.013000000000000001,-0.0075,0.0062,0.0493,0.0548,0.0361,0.0478,0.0105,0.041100000000000005,0.0373,0.030600000000000002,0.0379,0.0393
1988-10-31,4750.0,4800.0,4725.0,4725.0,4725.0,200,-0.015625,0.0115,-0.0292,0.0169,0.0060999999999999995,-0.0015,0.0195,0.0521,0.0268,0.0078000000000000005,0.018500000000000003,0.0149,0.021,0.021099999999999997,0.0461
1988-11-30,4700.0,4700.0,4700.0,4700.0,4700.0,90,-0.005291005291005346,-0.0229,-0.0171,0.013000000000000001,0.005699999999999999,-0.0215,-0.0196,-0.013300000000000001,-0.018799999999999997,-0.019299999999999998,-0.028999999999999998,-0.0087,-0.008199999999999999,-0.009399999999999999,-0.0001
